12765,40,0.195,781
12788,41,0.200,800
12811,41,0.200,800
12834,39,0.190,761
12857,40,0.195,781
12881,40,0.195,781
12904,40,0.195,781
12927,40,0.195,781
12950,41,0.200,800
12974,40,0.195,781
12996,42,0.205,820
13020,39,0.190,761
13042,40,0.195,781
13066,40,0.195,781
13089,43,0.210,839
13112,40,0.195,781
13136,39,0.190,761
13158,41,0.200,800
13182,42,0.205,820
13210,42,0.205,820
13234,42,0.205,820
13256,43,0.210,839
13280,42,0.205,820
13302,42,0.205,820
13326,44,0.215,859
13350,43,0.210,839
13372,43,0.210,839
13396,41,0.200,800
13418,42,0.205,820
13442,46,0.225,898
13465,43,0.210,839
13488,43,0.210,839
13511,43,0.210,839
13535,42,0.205,820
13557,45,0.220,878
13581,43,0.210,839
13603,42,0.205,820
13627,42,0.205,820
13651,42,0.205,820
13673,43,0.210,839
13697,40,0.195,781
13719,43,0.210,839
13743,43,0.210,839
13766,42,0.205,820
13793,42,0.205,820
13816,42,0.205,820
13840,40,0.195,781
13863,42,0.205,820
13886,41,0.200,800
13909,43,0.210,839
13932,42,0.205,820
13956,39,0.190,761
13978,43,0.210,839
14002,43,0.210,839
14024,42,0.205,820
14048,42,0.205,820
14070,41,0.200,800
14094,42,0.205,820
14118,41,0.200,800
14140,42,0.205,820
14164,42,0.205,820
14188,43,0.210,839
14221,42,0.205,820
14245,42,0.205,820
14268,41,0.200,800
14291,40,0.195,781
14314,40,0.195,781
14338,41,0.200,800
14360,39,0.190,761
14384,39,0.190,761
14412,40,0.195,781
14436,40,0.195,781
14460,40,0.195,781
14482,41,0.200,800
14506,43,0.210,839
14529,41,0.200,800
14552,41,0.200,800
14575,40,0.195,781
14599,42,0.205,820
14622,42,0.205,820
14645,45,0.220,878
14668,42,0.205,820
14692,40,0.195,781
14715,41,0.200,800
14738,40,0.195,781
14762,41,0.200,800
14784,40,0.195,781
14808,42,0.205,820
14831,40,0.195,781
14854,40,0.195,781
14877,41,0.200,800
14900,40,0.195,781
14923,40,0.195,781
14947,39,0.190,761
14969,39,0.190,761
14997,43,0.210,839
15021,41,0.200,800
15044,42,0.205,820
15067,39,0.190,761
15090,39,0.190,761
15114,42,0.205,820
15136,40,0.195,781
15160,42,0.205,820
15184,41,0.200,800
15206,40,0.195,781
15230,39,0.190,761
15253,41,0.200,800
15276,41,0.200,800
15299,41,0.200,800
15322,40,0.195,781
15345,40,0.195,781
15369,41,0.200,800
15391,41,0.200,800
15415,39,0.190,761
15438,39,0.190,761
15461,39,0.190,761
15485,39,0.190,761
15507,39,0.190,761
15531,42,0.205,820
15554,46,0.225,898
15577,41,0.200,800
15605,40,0.195,781
15629,40,0.195,781
15653,42,0.205,820
15675,46,0.225,898
15699,38,0.186,742
15721,38,0.186,742
15745,39,0.190,761
15768,44,0.215,859
15791,39,0.190,761
15814,40,0.195,781
15837,40,0.195,781
15860,41,0.200,800
15884,41,0.200,800
15906,41,0.200,800
15930,43,0.210,839
15953,43,0.210,839
15976,43,0.210,839
16000,43,0.210,839
16022,42,0.205,820
16046,40,0.195,781
16068,39,0.190,761
16092,39,0.190,761
16115,41,0.200,800
16138,42,0.205,820
16161,41,0.200,800
16184,40,0.195,781
16212,41,0.200,800
16235,42,0.205,820
16258,41,0.200,800
16281,40,0.195,781
16305,41,0.200,800
16327,41,0.200,800
16351,41,0.200,800
16373,42,0.205,820
16397,40,0.195,781
16421,40,0.195,781
16443,41,0.200,800
16467,41,0.200,800
16489,39,0.190,761
16513,41,0.200,800
16536,42,0.205,820
16559,43,0.210,839
16582,41,0.200,800
16605,41,0.200,800
16628,41,0.200,800
16651,41,0.200,800
16674,42,0.205,820
16698,41,0.200,800
16721,42,0.205,820
16744,41,0.200,800
16768,42,0.205,820
16796,42,0.205,820
16819,41,0.200,800
16842,41,0.200,800
16865,41,0.200,800
16888,39,0.190,761
16912,40,0.195,781
16935,41,0.200,800
16958,40,0.195,781
16981,40,0.195,781
17004,40,0.195,781
17028,40,0.195,781
17050,41,0.200,800
17074,41,0.200,800
17096,41,0.200,800
17120,41,0.200,800
17155,42,0.205,820
17178,40,0.195,781
17201,41,0.200,800
17224,41,0.200,800
17248,41,0.200,800
17271,41,0.200,800
17294,41,0.200,800
17318,41,0.200,800
17341,41,0.200,800
17364,40,0.195,781
17387,41,0.200,800
17415,41,0.200,800
17438,40,0.195,781
17461,41,0.200,800
17484,40,0.195,781
17508,40,0.195,781
17531,40,0.195,781
17554,39,0.190,761
17578,40,0.195,781
17600,41,0.200,800
17624,40,0.195,781
17647,40,0.195,781
17670,42,0.205,820
17693,41,0.200,800
17717,41,0.200,800
17739,41,0.200,800
17763,41,0.200,800
17785,41,0.200,800
17809,41,0.200,800
17833,41,0.200,800
17855,41,0.200,800
17879,40,0.195,781
17902,41,0.200,800
17925,40,0.195,781
17948,41,0.200,800
17972,40,0.195,781
18001,41,0.200,800
18023,40,0.195,781
18047,40,0.195,781
18070,40,0.195,781
18093,40,0.195,781
18116,40,0.195,781
18140,40,0.195,781
18162,39,0.190,761
18186,40,0.195,781
18209,41,0.200,800
18232,41,0.200,800
18256,41,0.200,800
18278,41,0.200,800
18302,40,0.195,781
18325,41,0.200,800
18348,40,0.195,781
18371,40,0.195,781
18395,41,0.200,800
18417,39,0.190,761
18441,40,0.195,781
18463,41,0.200,800
18487,41,0.200,800
18510,41,0.200,800
18533,40,0.195,781
18557,40,0.195,781
18579,42,0.205,820
18607,39,0.190,761
18630,39,0.190,761
18653,39,0.190,761
18676,40,0.195,781
18700,40,0.195,781
18722,40,0.195,781
18746,39,0.190,761
18770,41,0.200,800
18792,41,0.200,800
18816,40,0.195,781
18838,39,0.190,761
18862,39,0.190,761
18885,39,0.190,761
18908,39,0.190,761
18931,39,0.190,761
18954,40,0.195,781
18977,39,0.190,761
19001,39,0.190,761
19024,39,0.190,761
19047,40,0.195,781
19070,39,0.190,761
19093,41,0.200,800
19117,41,0.200,800
19139,41,0.200,800
19163,40,0.195,781
19185,39,0.190,761
19214,39,0.190,761
19238,40,0.195,781
19261,40,0.195,781
19284,39,0.190,761
19307,41,0.200,800
19330,40,0.195,781
19353,40,0.195,781
19376,40,0.195,781
19399,40,0.195,781
19423,39,0.190,761
19445,40,0.195,781
19469,41,0.200,800
19493,40,0.195,781
19515,39,0.190,761
19539,39,0.190,761
19561,40,0.195,781
19585,39,0.190,761
19608,40,0.195,781
19631,40,0.195,781
19654,41,0.200,800
19677,39,0.190,761
19700,40,0.195,781
19723,40,0.195,781
19746,39,0.190,761
19770,39,0.190,761
19798,39,0.190,761
19821,39,0.190,761
19845,39,0.190,761
19868,40,0.195,781
19892,39,0.190,761
19915,40,0.195,781
19939,42,0.205,820
19963,39,0.190,761
19986,39,0.190,761
20010,39,0.190,761
20033,39,0.190,761
20057,40,0.195,781
20081,41,0.200,800
20115,40,0.195,781
20140,41,0.200,800
20163,41,0.200,800
20187,40,0.195,781
20210,40,0.195,781
20234,40,0.195,781
20257,40,0.195,781
20282,39,0.190,761
20306,40,0.195,781
20329,41,0.200,800
20353,42,0.205,820
20376,41,0.200,800
20400,41,0.200,800
20429,41,0.200,800
20453,41,0.200,800
20477,40,0.195,781
20500,39,0.190,761
20524,40,0.195,781
20547,41,0.200,800
20571,40,0.195,781
20594,40,0.195,781
20619,40,0.195,781
20642,40,0.195,781
20666,39,0.190,761
20690,40,0.195,781
20713,40,0.195,781
20737,40,0.195,781
20760,41,0.200,800
20784,41,0.200,800
20808,41,0.200,800
20832,40,0.195,781
20855,41,0.200,800
20879,40,0.195,781
20903,40,0.195,781
20926,41,0.200,800
20950,41,0.200,800
20973,40,0.195,781
20998,41,0.200,800
21025,42,0.205,820
21049,40,0.195,781
21073,40,0.195,781
21096,41,0.200,800
21120,40,0.195,781
21143,42,0.205,820
21167,41,0.200,800
21190,40,0.195,781
21215,40,0.195,781
21238,40,0.195,781
21262,40,0.195,781
21286,41,0.200,800
21309,39,0.190,761
21333,41,0.200,800
21356,41,0.200,800
21380,40,0.195,781
21403,42,0.205,820
21427,41,0.200,800
21450,41,0.200,800
21474,42,0.205,820
21499,41,0.200,800
21522,40,0.195,781
21546,40,0.195,781
21569,40,0.195,781
21593,41,0.200,800
21616,42,0.205,820
21645,39,0.190,761
21669,40,0.195,781
21692,41,0.200,800
21717,40,0.195,781
21740,39,0.190,761
21764,40,0.195,781
21787,41,0.200,800
21811,41,0.200,800
21834,40,0.195,781
21858,40,0.195,781
21881,40,0.195,781
21905,40,0.195,781
21929,40,0.195,781
21952,40,0.195,781
21976,42,0.205,820
21999,41,0.200,800
22023,40,0.195,781
22047,39,0.190,761
22071,39,0.190,761
22094,40,0.195,781
22118,42,0.205,820
22142,41,0.200,800
22165,45,0.220,878
22189,43,0.210,839
22212,40,0.195,781
22236,43,0.210,839
22263,40,0.195,781
22287,41,0.200,800
22311,43,0.210,839
22335,41,0.200,800
22359,41,0.200,800
22382,41,0.200,800
22406,40,0.195,781
22429,44,0.215,859
22453,44,0.215,859
22476,42,0.205,820
22500,41,0.200,800
22524,42,0.205,820
22547,41,0.200,800
22571,42,0.205,820
22594,41,0.200,800
22618,41,0.200,800
22641,41,0.200,800
22665,40,0.195,781
22688,40,0.195,781
22712,39,0.190,761
22736,40,0.195,781
22759,39,0.190,761
22783,39,0.190,761
22807,40,0.195,781
22831,39,0.190,761
22859,46,0.225,898
22883,39,0.190,761
22907,43,0.210,839
22930,43,0.210,839
22954,43,0.210,839
22977,43,0.210,839
23001,45,0.220,878
23025,45,0.220,878
23049,41,0.200,800
23072,41,0.200,800
23107,42,0.205,820
23131,42,0.205,820
23154,42,0.205,820
23179,42,0.205,820
23202,43,0.210,839
23226,43,0.210,839
23250,41,0.200,800
23273,41,0.200,800
23297,40,0.195,781
23321,43,0.210,839
23345,41,0.200,800
23368,43,0.210,839
23392,42,0.205,820
23415,41,0.200,800
23440,42,0.205,820
23464,42,0.205,820
23491,43,0.210,839
23515,40,0.195,781
23538,44,0.215,859
23562,44,0.215,859
23585,43,0.210,839
23609,43,0.210,839
23634,40,0.195,781
23657,42,0.205,820
23681,41,0.200,800
23704,45,0.220,878
23728,39,0.190,761
23751,41,0.200,800
23775,43,0.210,839
23798,42,0.205,820
23822,42,0.205,820
23847,40,0.195,781
23870,44,0.215,859
23894,42,0.205,820
23917,41,0.200,800
23941,41,0.200,800
23964,41,0.200,800
23988,42,0.205,820
24011,42,0.205,820
24035,42,0.205,820
24059,40,0.195,781
24088,45,0.220,878
24112,41,0.200,800
24135,44,0.215,859
24159,42,0.205,820
24182,42,0.205,820
24206,41,0.200,800
24230,41,0.200,800
24253,40,0.195,781
24278,40,0.195,781
24301,41,0.200,800
24325,41,0.200,800
24348,41,0.200,800
24372,42,0.205,820
24395,42,0.205,820
24419,41,0.200,800
24443,42,0.205,820
24466,40,0.195,781
24490,42,0.205,820
24513,41,0.200,800
24537,41,0.200,800
24560,42,0.205,820
24584,41,0.200,800
24608,43,0.210,839
24632,43,0.210,839
24656,41,0.200,800
24679,42,0.205,820
24707,41,0.200,800
24730,41,0.200,800
24754,42,0.205,820
24777,41,0.200,800
24801,42,0.205,820
24824,41,0.200,800
24849,40,0.195,781
24873,41,0.200,800
24896,41,0.200,800
24920,40,0.195,781
24943,40,0.195,781
24967,40,0.195,781
24990,40,0.195,781
25014,40,0.195,781
25037,40,0.195,781
25061,41,0.200,800
25085,40,0.195,781
25108,40,0.195,781
25132,39,0.190,761
25155,39,0.190,761
25179,39,0.190,761
25202,41,0.200,800
25227,40,0.195,781
25250,41,0.200,800
25274,42,0.205,820
25298,42,0.205,820
25326,43,0.210,839
25350,40,0.195,781
25373,41,0.200,800
25397,41,0.200,800
25420,41,0.200,800
25444,43,0.210,839
25468,41,0.200,800
25492,40,0.195,781
25516,42,0.205,820
25539,42,0.205,820
25563,42,0.205,820
25586,42,0.205,820
25610,41,0.200,800
25633,41,0.200,800
25657,41,0.200,800
25681,46,0.225,898
25704,42,0.205,820
25728,41,0.200,800
25751,41,0.200,800
25775,40,0.195,781
25798,40,0.195,781
25822,39,0.190,761
25845,39,0.190,761
25869,40,0.195,781
25893,39,0.190,761
25921,39,0.190,761
25945,39,0.190,761
25968,41,0.200,800
25992,42,0.205,820
26015,42,0.205,820
26039,43,0.210,839
26062,44,0.215,859
26087,42,0.205,820
26121,40,0.195,781
26145,41,0.200,800
26169,41,0.200,800
26193,41,0.200,800
26216,42,0.205,820
26240,42,0.205,820
26263,41,0.200,800
26287,40,0.195,781
26310,43,0.210,839
26335,52,0.254,1015
26358,51,0.249,996
26382,51,0.249,996
26406,49,0.239,957
26429,47,0.229,917
26453,42,0.205,820
26476,43,0.210,839
26500,42,0.205,820
26523,42,0.205,820
26553,42,0.205,820
26577,42,0.205,820
26600,42,0.205,820
26624,42,0.205,820
26647,42,0.205,820
26671,42,0.205,820
26694,42,0.205,820
26718,42,0.205,820
26742,42,0.205,820
26766,43,0.210,839
26790,41,0.200,800
26813,41,0.200,800
26837,44,0.215,859
26860,43,0.210,839
26884,43,0.210,839
26908,43,0.210,839
26932,47,0.229,917
26955,44,0.215,859
26979,45,0.220,878
27003,44,0.215,859
27026,45,0.220,878
27050,43,0.210,839
27073,42,0.205,820
27098,43,0.210,839
27121,42,0.205,820
27149,42,0.205,820
27173,55,0.269,1074
27196,41,0.200,800
27220,42,0.205,820
27243,42,0.205,820
27268,41,0.200,800
27291,40,0.195,781
27315,41,0.200,800
27338,42,0.205,820
27362,41,0.200,800
27385,42,0.205,820
27409,40,0.195,781
27433,40,0.195,781
27456,41,0.200,800
27480,41,0.200,800
27503,41,0.200,800
27527,40,0.195,781
27551,41,0.200,800
27575,39,0.190,761
27598,41,0.200,800
27622,41,0.200,800
27646,41,0.200,800
27669,41,0.200,800
27693,39,0.190,761
27716,39,0.190,761
27740,39,0.190,761
27768,40,0.195,781
27793,39,0.190,761
27817,39,0.190,761
27840,39,0.190,761
27864,39,0.190,761
27887,39,0.190,761
27911,40,0.195,781
27934,40,0.195,781
27958,41,0.200,800
27981,41,0.200,800
28005,39,0.190,761
28029,40,0.195,781
28052,40,0.195,781
28076,40,0.195,781
28099,39,0.190,761
28123,41,0.200,800
28146,44,0.215,859
28170,40,0.195,781
28193,40,0.195,781
28217,42,0.205,820
28242,40,0.195,781
28265,40,0.195,781
28289,40,0.195,781
28312,40,0.195,781
28336,41,0.200,800
28359,41,0.200,800
28387,41,0.200,800
28411,41,0.200,800
28434,40,0.195,781
28458,41,0.200,800
28481,40,0.195,781
28505,42,0.205,820
28529,40,0.195,781
28553,39,0.190,761
28576,40,0.195,781
28600,40,0.195,781
28624,41,0.200,800
28647,41,0.200,800
28671,40,0.195,781
28694,40,0.195,781
28718,41,0.200,800
28741,40,0.195,781
28765,39,0.190,761
28788,40,0.195,781
28812,39,0.190,761
28835,39,0.190,761
28859,39,0.190,761
28883,39,0.190,761
28907,41,0.200,800
28931,39,0.190,761
28954,40,0.195,781
28983,41,0.200,800
29006,41,0.200,800
29030,40,0.195,781
29054,41,0.200,800
29077,41,0.200,800
29113,42,0.205,820
29137,45,0.220,878
29160,42,0.205,820
29184,41,0.200,800
29208,41,0.200,800
29232,41,0.200,800
29255,41,0.200,800
29279,44,0.215,859
29302,41,0.200,800
29326,41,0.200,800
29350,41,0.200,800
29373,40,0.195,781
29398,40,0.195,781
29421,41,0.200,800
29445,40,0.195,781
29468,40,0.195,781
29492,40,0.195,781
29515,39,0.190,761
29539,39,0.190,761
29564,41,0.200,800
29587,40,0.195,781
29615,41,0.200,800
29638,41,0.200,800
29662,42,0.205,820
29686,41,0.200,800
29710,41,0.200,800
29734,40,0.195,781
29757,43,0.210,839
29781,41,0.200,800
29804,41,0.200,800
29828,41,0.200,800
29851,41,0.200,800
29875,41,0.200,800
29898,40,0.195,781
29922,40,0.195,781
29945,40,0.195,781
29970,41,0.200,800
29994,41,0.200,800
30017,42,0.205,820
30041,42,0.205,820
30064,41,0.200,800
30088,40,0.195,781
30111,41,0.200,800
30135,40,0.195,781
